"Peak","avg_log2FC","p_val","p_val_adj","pct_Male","pct_Female","nearest_gene","distance_to_nearest_gene","Significant","Direction"
"chr11-111961385-111962117",3.3995,6.38405969562675e-70,1.28328537565672e-64,0.111,0.013,"Gm11679",80682,"Yes","Male-enriched"
"chr1-17638806-17639385",3.396,1.79445381329229e-70,3.60710338825136e-65,0.107,0.011,"Gm28154",0,"Yes","Male-enriched"
"chr10-125507868-125509513",3.394,1.72676811789382e-174,3.47104566450307e-169,0.269,0.033,"Slc16a7",178904,"Yes","Male-enriched"
"chr14-33250062-33250839",3.3898,0,0,0.49,0.07,"Arhgap22",0,"Yes","Male-enriched"
"chr11-113254332-113255361",3.377,1.69875596441923e-242,3.41473731431767e-237,0.36,0.043,"Slc39a11",0,"Yes","Male-enriched"
"chr10-93700002-93701215",3.3764,4.92968682618628e-155,9.90936067679009e-150,0.231,0.024,"Ntn4",0,"Yes","Male-enriched"
"chr1-87640412-87640657",3.3718,1.85239451981056e-88,3.72357232005199e-83,0.144,0.018,"Inpp5d",0,"Yes","Male-enriched"
"chr15-33686997-33688125",3.3712,7.20766946639088e-280,1.4488424701171e-274,0.432,0.064,"Tspyl5",0,"Yes","Male-enriched"
"chr10-98884615-98885435",3.3662,8.33274935168389e-176,1.67499927817939e-170,0.28,0.037,"Atp2b1",29716,"Yes","Male-enriched"
"chr13-95655302-95655702",3.3639,9.15073090260677e-80,1.8394250216566e-74,0.124,0.014,"Iqgap2",0,"Yes","Male-enriched"
"chr15-99504861-99506103",3.3614,0,0,0.508,0.086,"Faim2",0,"Yes","Male-enriched"
"chr9-40320660-40321997",3.3605,0,0,0.593,0.084,"Gramd1b",0,"Yes","Male-enriched"
"chr10-20673526-20674365",3.3591,6.24935992025317e-121,1.25620883500977e-115,0.186,0.021,"Pde7b",0,"Yes","Male-enriched"
"chr2-110077512-110077899",3.3576,3.22538994177843e-75,6.4834853375665e-70,0.121,0.014,"Ccdc34",0,"Yes","Male-enriched"
"chr14-70205734-70206910",3.3554,5.08044383139442e-283,1.02124033632392e-277,0.418,0.053,"Sorbs3",0,"Yes","Male-enriched"
"chr7-79497672-79497936",3.3551,6.21323973319898e-78,1.24894817172926e-72,0.135,0.019,"AI854517",2089,"Yes","Male-enriched"
"chr3-36532081-36532300",3.3543,4.8208304731746e-75,9.69054416734718e-70,0.114,0.012,"Gm11550",7082,"Yes","Male-enriched"
"chr11-112491775-112492420",3.3499,1.39650601482524e-158,2.8071726006408e-153,0.244,0.028,"BC006965",171506,"Yes","Male-enriched"
"chr1-161906988-161907486",3.3478,2.1999187808639e-82,4.42214473816576e-77,0.129,0.014,"RP24-75E15.3",3814,"Yes","Male-enriched"
"chr9-51075607-51077608",3.3452,0,0,0.668,0.104,"Layn",0,"Yes","Male-enriched"
"chr12-106177162-106177717",3.3445,5.05081358545584e-75,1.01528424206682e-69,0.113,0.011,"Gm24986",43357,"Yes","Male-enriched"
"chr15-73846881-73847346",3.3441,8.02683438802752e-65,1.61350608767496e-59,0.111,0.015,"Gm6569",6972,"Yes","Male-enriched"
"chr14-70026524-70027036",3.3425,6.89573983063846e-73,1.38614024631596e-67,0.113,0.012,"Pebp4",0,"Yes","Male-enriched"
"chr5-3355298-3356362",3.342,8.30045047379031e-170,1.66850675153848e-164,0.269,0.034,"Cdk6",0,"Yes","Male-enriched"
"chr6-50783532-50783907",3.3416,3.53019701890628e-79,7.09619023558427e-74,0.133,0.017,"G930045G22Rik",62616,"Yes","Male-enriched"
"chr4-138131160-138131822",3.3379,5.48566762412307e-162,1.10269599179547e-156,0.254,0.031,"Eif4g3",0,"Yes","Male-enriched"
"chr14-61698457-61699119",3.3346,1.03961556705178e-68,2.08977283595347e-63,0.108,0.012,"RP24-271M20.2",12800,"Yes","Male-enriched"
"chr1-42261801-42262145",3.3328,5.78998728218359e-112,1.16386850354085e-106,0.179,0.022,"Gm28175",0,"Yes","Male-enriched"
"chr14-27335720-27336265",3.3327,7.04253188703661e-69,1.41564750474078e-63,0.103,0.01,"Arhgef3",0,"Yes","Male-enriched"
"chr19-33010677-33011597",3.3313,1.47100686951663e-235,2.95692974869016e-230,0.365,0.05,"Gm22482",40368,"Yes","Male-enriched"
"chr15-81836405-81836752",3.3302,3.05463535070349e-221,6.1402447038631e-216,0.341,0.044,"Gm8444",6590,"Yes","Male-enriched"
"chr14-76944021-76944270",3.3261,2.57787735213278e-83,5.18189438061619e-78,0.131,0.015,"Lacc1",79929,"Yes","Male-enriched"
"chr10-18445680-18446742",3.3216,7.56266656141737e-231,1.52020185617675e-225,0.36,0.049,"Nhsl1",0,"Yes","Male-enriched"
"chr10-57727479-57728006",3.3214,1.54411376038168e-63,3.10388483429363e-58,0.102,0.012,"Pkib",0,"Yes","Male-enriched"
"chr5-9428236-9429091",3.3212,1.17372754819301e-67,2.3593566937247e-62,0.122,0.019,"9330182L06Rik",0,"Yes","Male-enriched"
"chr14-65272111-65272779",3.3169,9.73483737838152e-108,1.95683860077798e-102,0.169,0.019,"Fbxo16",0,"Yes","Male-enriched"
"chr11-53457015-53457853",3.3161,0,0,0.459,0.06,"Gm10447",0,"Yes","Male-enriched"
"chr6-51102829-51103550",3.3135,3.8217827681118e-89,7.68231841349226e-84,0.135,0.014,"Gm29004",98575,"Yes","Male-enriched"
"chr14-121136898-121137615",3.3117,9.82112371794723e-263,1.97418336303945e-257,0.394,0.05,"Farp1",0,"Yes","Male-enriched"
"chr1-51821747-51822691",3.3077,2.8287699486659e-181,5.68622362461128e-176,0.28,0.034,"Myo1b",0,"Yes","Male-enriched"
"chr6-55256473-55257209",3.3057,3.87834138778616e-132,7.79600915724448e-127,0.211,0.026,"Fam188b",0,"Yes","Male-enriched"
"chr1-12710561-12711288",3.3011,1.83583907343509e-119,3.69029355507481e-114,0.196,0.025,"Sulf1",0,"Yes","Male-enriched"
"chr1-59788854-59789302",3.2995,3.36937777330733e-80,6.772921037236e-75,0.127,0.014,"Bmpr2",0,"Yes","Male-enriched"
"chr14-31667947-31668600",3.2991,0,0,0.538,0.087,"Btd",0,"Yes","Male-enriched"
"chr11-53456515-53456812",3.2941,1.97585056699607e-129,3.97173625874148e-124,0.196,0.021,"Gm10447",0,"Yes","Male-enriched"
"chr10-116742337-116742949",3.2934,6.56200018398854e-134,1.31905390498427e-128,0.211,0.025,"1700030O20Rik",13159,"Yes","Male-enriched"
"chr14-100458970-100459972",3.2915,1.23104940665364e-178,2.47458165429075e-173,0.295,0.043,"Gm26367",40355,"Yes","Male-enriched"
"chr1-193654942-193655760",3.2903,1.40440891021412e-169,2.82305852677781e-164,0.269,0.034,"4631405K08Rik",144767,"Yes","Male-enriched"
"chr1-34851576-34851907",3.2888,4.19543131985424e-167,8.4334043132918e-162,0.255,0.029,"Plekhb2",0,"Yes","Male-enriched"
"chr3-34565283-34565842",3.2886,1.56148501882776e-292,3.13880349574644e-287,0.436,0.058,"Gm27294",4500,"Yes","Male-enriched"
"chr8-44800031-44800428",3.2836,1.31660387360588e-98,2.64655811049012e-93,0.153,0.017,"Fat1",135018,"Yes","Male-enriched"
"chr13-78209605-78210921",3.283,0,0,0.507,0.065,"A830082K12Rik",0,"Yes","Male-enriched"
"chr12-70799151-70799974",3.2827,1.14591763664757e-263,2.30345487813075e-258,0.414,0.062,"Frmd6",25539,"Yes","Male-enriched"
"chr14-34540485-34541280",3.2777,9.26918313916037e-108,1.86323557953518e-102,0.174,0.022,"Ldb3",0,"Yes","Male-enriched"
"chr14-105643123-105643852",3.2775,1.16794955142776e-68,2.347742111307e-63,0.113,0.014,"Mir6390",19352,"Yes","Male-enriched"
"chr1-51837458-51838310",3.275,1.31291663163994e-116,2.6391462379247e-111,0.181,0.02,"Myo1b",0,"Yes","Male-enriched"
"chr2-174109866-174111251",3.2696,0,0,0.685,0.124,"Npepl1",0,"Yes","Male-enriched"
"chr3-36530249-36531527",3.2682,0,0,0.497,0.087,"Gm11550",7855,"Yes","Male-enriched"
"chr1-17594202-17594820",3.2682,1.27827846137039e-89,2.56951866633907e-84,0.143,0.017,"Pi15",7080,"Yes","Male-enriched"
"chr7-96212518-96213509",3.2679,1.55185043844388e-168,3.11943664033358e-163,0.267,0.034,"Tenm4",0,"Yes","Male-enriched"
"chr12-104964926-104965599",3.2668,2.28633585932612e-195,4.59585516426581e-190,0.314,0.044,"Syne3",0,"Yes","Male-enriched"
"chr1-176987033-176987578",3.2651,1.42280051970458e-67,2.86002823667896e-62,0.111,0.014,"Sdccag8",0,"Yes","Male-enriched"
"chr2-115852520-115853110",3.2622,5.39097954737141e-236,1.08366236273532e-230,0.359,0.045,"Meis2",9953,"Yes","Male-enriched"
"chr11-60210277-60210715",3.2593,9.82330362257961e-241,1.97462155438922e-235,0.369,0.048,"Srebf1",0,"Yes","Male-enriched"
"chr18-47255750-47256827",3.2592,1.54667147375914e-106,3.1090261962622e-101,0.177,0.023,"Sema6a",0,"Yes","Male-enriched"
"chr16-50786141-50786465",3.2573,1.74028612956793e-68,3.49821876048967e-63,0.109,0.012,"1700116B05Rik",2049,"Yes","Male-enriched"
"chr4-103328989-103329958",3.2558,1.87348185402574e-154,3.76596081405131e-149,0.249,0.032,"Oma1",0,"Yes","Male-enriched"
"chr10-21824458-21824699",3.2543,2.38427966568606e-64,4.79273592718217e-59,0.104,0.012,"Gm6846",5799,"Yes","Male-enriched"
"chr1-51914953-51916211",3.2527,0,0,0.587,0.083,"Myo1b",0,"Yes","Male-enriched"
"chr16-78456011-78456817",3.2474,2.07086484903156e-240,4.16272826763229e-235,0.382,0.055,"Gm25038",32151,"Yes","Male-enriched"
"chr15-48004357-48004874",3.2445,2.24182736560362e-77,4.50638686069446e-72,0.125,0.015,"Csmd3",0,"Yes","Male-enriched"
"chr9-54783981-54784279",3.2432,4.80738169746707e-131,9.66351024534646e-126,0.205,0.024,"Crabp1",10870,"Yes","Male-enriched"
"chr12-87401900-87402345",3.2424,4.00666305305704e-140,8.05395366947209e-135,0.221,0.027,"Sptlc2",13544,"Yes","Male-enriched"
"chr9-76771116-76772841",3.2423,1.29813939038415e-165,2.6094419141868e-160,0.279,0.041,"Gm23791",390,"Yes","Male-enriched"
"chr10-119168736-119170102",3.2418,1.15180500705494e-185,2.31528931688142e-180,0.305,0.044,"Cand1",29152,"Yes","Male-enriched"
"chr2-33122724-33123278",3.2406,5.90021432150375e-146,1.18602568162276e-140,0.241,0.033,"Garnl3",0,"Yes","Male-enriched"
"chr9-43270801-43271147",3.2397,2.47705318552573e-65,4.97922369035269e-60,0.105,0.012,"D630033O11Rik",0,"Yes","Male-enriched"
"chr5-96759456-96760551",3.2383,1.0084734685994e-182,2.02717285817039e-177,0.302,0.043,"Fras1",0,"Yes","Male-enriched"
"chr11-60213262-60213462",3.2373,1.24544157590462e-72,2.50351192938892e-67,0.117,0.014,"Srebf1",0,"Yes","Male-enriched"
"chr11-83572137-83572616",3.2365,3.38654774668773e-122,6.80743508752687e-117,0.207,0.029,"Ccl9",302,"Yes","Male-enriched"
"chr3-145851861-145852977",3.2349,2.90791500474719e-252,5.84531626764253e-247,0.395,0.056,"Ddah1",0,"Yes","Male-enriched"
"chr10-86849345-86849920",3.23,4.01142711711722e-271,8.06353010520201e-266,0.423,0.063,"Gm16268",0,"Yes","Male-enriched"
"chr10-115816375-115816840",3.2257,1.7163169466721e-80,3.45003734718345e-75,0.124,0.013,"Tspan8",443,"Yes","Male-enriched"
"chr13-5583554-5584095",3.2249,2.8817490113521e-74,5.7927189576793e-69,0.121,0.015,"1700016G22Rik",271412,"Yes","Male-enriched"
"chr14-67769542-67770569",3.2248,1.64267129631926e-255,3.30199927958321e-250,0.397,0.056,"Dock5",0,"Yes","Male-enriched"
"chr2-33203225-33203668",3.2186,3.11744822360345e-283,6.26650737219424e-278,0.444,0.068,"Ralgps1",0,"Yes","Male-enriched"
"chr8-116111270-116111522",3.2181,8.13720630082369e-66,1.63569238735377e-60,0.103,0.011,"Dynlrb2",393492,"Yes","Male-enriched"
"chr15-63675070-63675664",3.2177,7.82909987309694e-58,1.57375868189071e-52,0.1,0.014,"Gm5473",42731,"Yes","Male-enriched"
"chr8-26994089-26994625",3.2175,6.86491491764611e-78,1.37994400725571e-72,0.125,0.015,"Zfp703",12627,"Yes","Male-enriched"
"chr14-48130866-48132112",3.2151,1.14817744873314e-74,2.30799741679644e-69,0.118,0.013,"Peli2",0,"Yes","Male-enriched"
"chr6-112568215-112568627",3.2151,2.08149915492636e-61,4.18410471128368e-56,0.102,0.013,"Gm15519",3007,"Yes","Male-enriched"
"chr1-80637114-80637552",3.215,4.40228631284103e-95,8.84921180889426e-90,0.157,0.02,"Dock10",0,"Yes","Male-enriched"
"chr5-124950680-124951913",3.2146,3.73934599702699e-221,7.51660896246383e-216,0.358,0.053,"Zfp664",47986,"Yes","Male-enriched"
"chr10-116783983-116784410",3.2127,3.51975005096106e-75,7.07519036743887e-70,0.119,0.013,"Myrfl",0,"Yes","Male-enriched"
"chr15-62216433-62217214",3.2125,2.62572919198376e-286,5.27808327797424e-281,0.46,0.075,"Pvt1",0,"Yes","Male-enriched"
"chr14-63085429-63086230",3.2097,1.58074426121511e-63,3.17751726923894e-58,0.11,0.015,"Gm23629",13305,"Yes","Male-enriched"
"chr14-13411355-13412021",3.208,7.44796617406346e-129,1.49714547251319e-123,0.203,0.024,"Synpr",0,"Yes","Male-enriched"
"chr15-80006181-80006448",3.2055,1.67708626882636e-105,3.37117819241863e-100,0.173,0.022,"Pdgfb",0,"Yes","Male-enriched"
"chr13-78184002-78184276",3.2021,1.40683968947588e-92,2.82794473340305e-87,0.148,0.017,"Nr2f1",4696,"Yes","Male-enriched"
"chr14-105802517-105803037",3.1989,2.28414341569431e-99,4.59144804562375e-94,0.158,0.018,"Gm22406",13870,"Yes","Male-enriched"
"chr2-168577845-168578733",3.1974,3.62068854761028e-243,7.27809087709333e-238,0.387,0.056,"Nfatc2",0,"Yes","Male-enriched"
"chr2-64413766-64414167",3.1965,5.76149841513165e-69,1.15814184241927e-63,0.112,0.013,"Gm13575",19905,"Yes","Male-enriched"
"chr5-3451097-3451638",3.194,3.19632423315207e-105,6.4250591940283e-100,0.176,0.023,"Cdk6",0,"Yes","Male-enriched"
"chr1-135435888-135436278",3.194,1.34032129394641e-87,2.69423344581344e-82,0.144,0.018,"Nav1",0,"Yes","Male-enriched"
"chr14-62384572-62385424",3.1938,2.7967699736497e-265,5.62189919483222e-260,0.417,0.062,"Gucy1b2",7251,"Yes","Male-enriched"
"chr6-50358121-50358331",3.1936,5.97806225354582e-157,1.20167420583426e-151,0.254,0.033,"Osbpl3",0,"Yes","Male-enriched"
"chrX-160390255-160391000",3.1897,2.65664664200381e-106,5.34023168095753e-101,0.168,0.019,"Gpr64",0,"Yes","Male-enriched"
"chr9-52146202-52146569",3.1892,1.42582513183655e-93,2.86610813050992e-88,0.147,0.017,"Zc3h12c",0,"Yes","Male-enriched"
"chr10-88492502-88492939",3.1861,1.10431524842424e-142,2.21982825346749e-137,0.229,0.029,"Chpt1",0,"Yes","Male-enriched"
"chr14-60655726-60656291",3.1856,1.43670804942847e-88,2.88798431847815e-83,0.146,0.018,"Spata13",0,"Yes","Male-enriched"
"chr12-91766250-91766741",3.184,2.65085150370652e-96,5.32858264166063e-91,0.161,0.021,"Ston2",0,"Yes","Male-enriched"
"chr4-22497233-22498847",3.1829,2.83470020435714e-264,5.69814426878647e-259,0.417,0.061,"Pou3f2",8866,"Yes","Male-enriched"
"chr12-98404035-98404768",3.1824,1.80616979872773e-87,3.63065415921455e-82,0.149,0.02,"Kcnk10",29225,"Yes","Male-enriched"
"chr15-44703042-44703582",3.1811,6.75884237187407e-110,1.35862194053989e-104,0.183,0.024,"Sybu",0,"Yes","Male-enriched"
"chr10-61599516-61599878",3.1731,2.180286901361e-133,4.3826819119018e-128,0.215,0.027,"Gm28447",0,"Yes","Male-enriched"
"chr10-99441758-99442281",3.1725,1.23777268914351e-94,2.48809639335493e-89,0.152,0.018,"Gad1-ps",1448,"Yes","Male-enriched"
"chr2-64394208-64395371",3.172,7.33359652041345e-167,1.47415557095439e-161,0.282,0.042,"Gm13575",347,"Yes","Male-enriched"
"chr9-63326366-63327161",3.1692,6.47380311802517e-181,1.30132505996671e-175,0.293,0.04,"Map2k5",0,"Yes","Male-enriched"
"chr4-57547882-57548149",3.167,4.92309261644629e-126,9.89610539202335e-121,0.205,0.026,"Palm2",0,"Yes","Male-enriched"
"chr4-88956179-88956949",3.1658,2.82508145086789e-259,5.67880922764758e-254,0.414,0.063,"Mir31",45516,"Yes","Male-enriched"
"chr16-95573017-95573834",3.1657,2.30838720121116e-276,4.64018144864261e-271,0.43,0.062,"Erg",0,"Yes","Male-enriched"
"chr4-135328899-135329548",3.1653,2.69679624655034e-115,5.4209380070407e-110,0.2,0.029,"Srrm1",0,"Yes","Male-enriched"
"chr6-100563167-100564061",3.163,1.35759557431014e-179,2.72895716774379e-174,0.28,0.034,"Shq1",9019,"Yes","Male-enriched"
"chr14-34514133-34514888",3.1629,4.53759774249933e-193,9.12120672610759e-188,0.317,0.045,"9230112D13Rik",0,"Yes","Male-enriched"
"chr11-90129227-90130422",3.1627,2.04315249972e-174,4.10702256578716e-169,0.293,0.043,"Gm11494",4419,"Yes","Male-enriched"
"chr1-88482307-88483272",3.1626,1.08490967754925e-199,2.18082033922886e-194,0.32,0.044,"Glrp1",16598,"Yes","Male-enriched"
"chrX-89577934-89578636",3.1603,6.14179049020982e-61,1.23458587359904e-55,0.106,0.015,"Gm6973",137038,"Yes","Male-enriched"
"chr11-85678343-85678952",3.1568,1.75602020541489e-85,3.52984645571269e-80,0.143,0.019,"Bcas3",0,"Yes","Male-enriched"
"chr2-120599349-120600029",3.1566,9.25062208255338e-98,1.85950454730238e-92,0.164,0.022,"Snap23",0,"Yes","Male-enriched"
"chr11-114834103-114834514",3.1564,4.49375644610342e-87,9.03307958257033e-82,0.14,0.016,"Gprc5c",16637,"Yes","Male-enriched"
"chr2-115860238-115861000",3.1543,2.36224702679873e-214,4.74844723844921e-209,0.34,0.046,"Meis2",2063,"Yes","Male-enriched"
"chr12-35207299-35207966",3.152,8.49940688546018e-235,1.70849977567389e-229,0.378,0.055,"Mir680-3",12401,"Yes","Male-enriched"
"chr1-184808396-184809006",3.1455,1.28839319701026e-133,2.58985070103821e-128,0.217,0.028,"Marc1",0,"Yes","Male-enriched"
"chr11-60219611-60220796",3.1433,0,0,0.7,0.11,"Srebf1",0,"Yes","Male-enriched"
"chr9-40556429-40556765",3.1429,2.61667288551138e-90,5.25987883408184e-85,0.144,0.017,"Gm17540",22808,"Yes","Male-enriched"
"chr10-68109915-68110429",3.1428,5.23382848263918e-138,1.05207279860923e-132,0.233,0.033,"Arid5b",0,"Yes","Male-enriched"
"chr14-45963175-45964005",3.1427,2.30546442225319e-232,4.63430625374802e-227,0.377,0.056,"Gm15218",0,"Yes","Male-enriched"
"chr1-161634016-161634964",3.1418,7.27054400812077e-222,1.46148113324839e-216,0.371,0.059,"RP24-475M18.1",78740,"Yes","Male-enriched"
"chr9-40345674-40346571",3.1406,6.27541591769256e-80,1.26144645527905e-74,0.135,0.017,"Gramd1b",0,"Yes","Male-enriched"
"chr5-127631807-127633056",3.1397,1.91552240992407e-255,3.85046821708476e-250,0.406,0.06,"Slc15a4",0,"Yes","Male-enriched"
"chr12-76084495-76085763",3.138,6.58918928605114e-248,1.32451929514628e-242,0.409,0.065,"Syne2",0,"Yes","Male-enriched"
"chr11-69802644-69803039",3.138,1.61793199236363e-165,3.25226981512983e-160,0.265,0.034,"Tmem102",563,"Yes","Male-enriched"
"chr8-15329576-15330597",3.1337,5.03102050086454e-112,1.01130555496079e-106,0.193,0.027,"Gm24222",81726,"Yes","Male-enriched"
"chr10-109832481-109833329",3.1316,1.0536176451852e-65,2.11791897329258e-60,0.108,0.013,"Nav3",0,"Yes","Male-enriched"
"chr10-111900796-111901650",3.1302,1.20566307195088e-84,2.42355156745133e-79,0.141,0.018,"Krr1",71013,"Yes","Male-enriched"
"chr6-97847762-97848842",3.1289,5.65001558970387e-223,1.13573223374873e-217,0.35,0.046,"Mitf",0,"Yes","Male-enriched"
"chr11-32928889-32929308",3.1283,5.33489507105199e-105,1.07238859781245e-99,0.172,0.022,"Gm12111",2728,"Yes","Male-enriched"
"chr14-47818401-47819171",3.1278,1.35653744606763e-71,2.72683018183838e-66,0.121,0.016,"RP23-117H6.2",78506,"Yes","Male-enriched"
"chr12-37141927-37142610",3.1265,4.11476876997664e-139,8.27126129528083e-134,0.232,0.031,"Meox2",0,"Yes","Male-enriched"
"chr13-78194761-78195325",3.1262,6.95117471235947e-183,1.39728343363023e-177,0.298,0.041,"Nr2f1",0,"Yes","Male-enriched"
"chr12-9574170-9574869",3.1239,3.08501153591956e-238,6.20130508881335e-233,0.362,0.044,"Osr1",0,"Yes","Male-enriched"
"chr3-130359642-130360218",3.1211,2.66217257312953e-86,5.35133957615059e-81,0.145,0.019,"Col25a1",0,"Yes","Male-enriched"
"chr4-118232165-118232397",3.1178,2.05581845120377e-119,4.13248290150274e-114,0.197,0.025,"Ptprf",0,"Yes","Male-enriched"
"chr10-40757811-40759036",3.1146,0,0,0.62,0.121,"Mettl24",0,"Yes","Male-enriched"
"chr3-84488684-84489106",3.1134,3.27172288109936e-166,6.57662103221308e-161,0.272,0.036,"Arfip1",6986,"Yes","Male-enriched"
"chr9-52149167-52149638",3.1069,5.12181501394004e-90,1.02955652321214e-84,0.151,0.02,"Zc3h12c",0,"Yes","Male-enriched"
"chr2-18031901-18032157",3.1025,1.05576313080303e-122,2.1222316997524e-117,0.201,0.026,"A930004D18Rik",0,"Yes","Male-enriched"
"chr11-120507559-120508068",3.1021,2.9848627435214e-101,5.99999199526211e-96,0.169,0.022,"Slc25a10",8371,"Yes","Male-enriched"
"chr14-70084966-70085640",3.1001,5.47973480122661e-128,1.10150341133377e-122,0.217,0.03,"Egr3",4808,"Yes","Male-enriched"
"chr8-79533928-79534752",3.0986,4.00851803560456e-128,8.05768244409015e-123,0.216,0.03,"Gm8079",15021,"Yes","Male-enriched"
"chr8-34890484-34891245",3.0957,8.24315180194986e-193,1.65698891631715e-187,0.315,0.044,"Tnks",0,"Yes","Male-enriched"
"chr8-36590973-36592007",3.0915,0,0,0.504,0.087,"Dlc1",0,"Yes","Male-enriched"
"chr16-10843864-10844214",3.091,6.08639919043353e-139,1.22345144686581e-133,0.231,0.031,"Rmi2",0,"Yes","Male-enriched"
"chr14-47839149-47840097",3.0879,2.43640905144964e-58,4.89752329068098e-53,0.106,0.016,"RP23-117H6.2",99254,"Yes","Male-enriched"
"chr14-76938624-76939454",3.0862,1.42058177165157e-92,2.85556824246769e-87,0.16,0.022,"Lacc1",84745,"Yes","Male-enriched"
"chr8-120186191-120186797",3.0849,1.12057752045308e-153,2.25251769696356e-148,0.266,0.04,"Gm20388",0,"Yes","Male-enriched"
"chr6-51057179-51057605",3.0832,2.83514098745114e-66,5.69903030451503e-61,0.11,0.014,"Gm29004",52925,"Yes","Male-enriched"
"chr10-37397274-37397736",3.0826,1.22693742148773e-100,2.46631598842934e-95,0.165,0.021,"Gm26535",17621,"Yes","Male-enriched"
"chr16-32731536-32731895",3.0817,4.25854108057293e-84,8.56026376770287e-79,0.142,0.019,"Gm9556",3930,"Yes","Male-enriched"
"chr3-95561704-95562251",3.0785,1.22482280366758e-126,2.46206531056435e-121,0.214,0.029,"Hormad1",0,"Yes","Male-enriched"
"chr11-62147836-62148443",3.0768,4.13108142517372e-177,8.3040520159987e-172,0.292,0.041,"Specc1",0,"Yes","Male-enriched"
"chr5-116446433-116446960",3.072,3.52477151904083e-260,7.08528422128473e-255,0.406,0.056,"Srrm4os",0,"Yes","Male-enriched"
"chr15-54854061-54854831",3.0714,6.91620898034248e-213,1.39025483197456e-207,0.359,0.057,"Enpp2",0,"Yes","Male-enriched"
"chrX-167103429-167104406",3.0703,2.42829514138892e-148,4.88121319551152e-143,0.263,0.042,"Gm15232",1338,"Yes","Male-enriched"
"chr3-148956716-148957834",3.07,2.15846238990809e-199,4.33881158844984e-194,0.345,0.056,"Lphn2",0,"Yes","Male-enriched"
"chr5-119467184-119467999",3.0694,8.95283139336118e-123,1.7996444497051e-117,0.214,0.031,"Tbx3os1",143263,"Yes","Male-enriched"
