"SYMBOL","peak","annotation","distanceToTSS","peak_log2FC","rna_log2FC","rna_padj"
"Coro7","chr16-4661425-4661814","Promoter (<=1kb)",108,-0.849327588204845,NA,NA
"Angpt2","chr8-18740323-18741136","Promoter (<=1kb)",426,-0.847826229323151,-0.184942006095043,1.12217057564042e-10
"9630028I04Rik","chr17-27242285-27243041","Promoter (<=1kb)",0,-0.846719151125622,NA,NA
"Arhgap19","chr19-41803303-41803713","Promoter (1-2kb)",-1256,-0.84664867652308,NA,NA
"Gm14486","chr2-30676473-30678204","Promoter (<=1kb)",0,-0.846152455422548,NA,NA
"Smyd5","chr6-85443033-85444804","Promoter (<=1kb)",460,-0.846095458177022,0.0301026791751393,1
"Rnaseh2a","chr8-84959528-84960461","Promoter (1-2kb)",-1412,-0.845845471726514,0.153450959804193,4.68139464401658e-11
"Dock3","chr9-107231061-107232364","Promoter (<=1kb)",0,-0.844880974035696,-0.501552982710168,2.43040778845639e-75
"4930461G14Rik","chr9-58453800-58454271","Promoter (<=1kb)",-851,-0.844797850817309,NA,NA
"Ubr4","chr4-139476547-139477641","Promoter (<=1kb)",0,-0.84390175509415,-0.16008692958245,8.38620083255936e-05
"Zdhhc1","chr8-105483230-105484699","Promoter (<=1kb)",0,-0.842911686535099,0.0344702285539384,1
"Tnni3","chr7-4525934-4527135","Promoter (1-2kb)",-1705,-0.842853229178557,NA,NA
"Msh3","chr13-92356025-92356569","Promoter (1-2kb)",-1022,-0.842412056103487,-0.0635981473362583,1
"Mir6403","chr4-134569132-134570465","Promoter (1-2kb)",-1281,-0.841445379916623,NA,NA
"Ephb1","chr9-102353161-102355029","Promoter (<=1kb)",0,-0.841333687996197,NA,NA
"Nsmce4a","chr7-130535269-130535495","Promoter (<=1kb)",478,-0.84025279909944,-0.135874281365074,1
"Zap70","chr1-36766543-36767447","Promoter (<=1kb)",0,-0.839341180898723,NA,NA
"Tcf24","chr1-9966968-9968365","Promoter (<=1kb)",0,-0.838171995881991,NA,NA
"Fam78b","chr1-167000471-167001770","Promoter (<=1kb)",0,-0.835757884721921,NA,NA
"Stc1","chr14-69028958-69030199","Promoter (<=1kb)",0,-0.835691405442634,NA,NA
"Gm7904","chr9-21609838-21610213","Promoter (1-2kb)",-1511,-0.835238680237026,NA,NA
"Ap2m1","chr16-20536815-20538226","Promoter (<=1kb)",0,-0.834958731940234,-0.392987297440192,6.82476008710809e-45
"Hrk","chr5-118164331-118164832","Promoter (<=1kb)",0,-0.833474700473716,NA,NA
"Axin1","chr17-26187677-26188716","Promoter (<=1kb)",0,-0.83330379127941,-0.0954259070119631,1
"Mir6538","chr12-26414019-26415500","Promoter (<=1kb)",0,-0.833097209245314,NA,NA
"Tmc4","chr7-3666876-3667400","Promoter (<=1kb)",0,-0.833083877171347,NA,NA
"Milr1","chr11-106753739-106754512","Promoter (<=1kb)",-431,-0.832905027649051,NA,NA
"Vwa1","chr4-155775292-155776164","Promoter (<=1kb)",-594,-0.831976939187488,NA,NA
"Etfbkmt","chr6-149137733-149138313","Promoter (1-2kb)",-1536,-0.829431293804158,NA,NA
"Clpb","chr7-101682680-101683190","Promoter (<=1kb)",-7,-0.828034590138003,-0.209338518985768,2.50962771132239e-07
"Angpt4","chr2-151911445-151912689","Promoter (<=1kb)",235,-0.827247173207902,NA,NA
"Dtnb","chr12-3717645-3719779","Promoter (<=1kb)",0,-0.825947094858879,-0.117811986519621,1
"Uros","chr7-133710331-133710829","Promoter (<=1kb)",-259,-0.825898321988662,NA,NA
"Arid3a","chr10-79945303-79946287","Promoter (<=1kb)",0,-0.825550415155247,NA,NA
"Anxa2","chr9-69477225-69478256","Promoter (<=1kb)",-209,-0.825505880838866,0.537329767625903,1.1149874441338e-177
"Tnfaip8l3","chr9-54067866-54069265","Promoter (<=1kb)",0,-0.825086114143341,NA,NA
"Togaram2","chr17-71673110-71674419","Promoter (<=1kb)",0,-0.825031115347246,NA,NA
"Hoxc12","chr15-102934909-102935353","Promoter (1-2kb)",-1404,-0.824988405772536,NA,NA
"Gm12296","chr11-66166962-66168712","Promoter (<=1kb)",0,-0.823772711311332,NA,NA
"4930447M23Rik","chr2-19344188-19344969","Promoter (<=1kb)",0,-0.823204711672146,NA,NA
"Hoxd11","chr2-74681713-74682840","Promoter (<=1kb)",0,-0.821657883336507,NA,NA
"Morn4","chr19-42079418-42080768","Promoter (<=1kb)",-285,-0.821124648465753,NA,NA
"Grb10","chr11-12025357-12026606","Promoter (<=1kb)",0,-0.820988610041279,-0.381977079842648,3.07050281948248e-45
"Nbea","chr3-55692824-55693838","Promoter (1-2kb)",-1884,-0.820659177789,-0.1211907641963,3.31558814621292e-05
"Cpne4","chr9-104871539-104872890","Promoter (<=1kb)",0,-0.820607420867889,NA,NA
"Xkr4","chr1-3670482-3672585","Promoter (<=1kb)",0,-0.82043486404157,NA,NA
"Amigo2","chr15-97246720-97248686","Promoter (<=1kb)",0,-0.819344467304455,NA,NA
"Abca9","chr11-110167335-110168721","Promoter (<=1kb)",0,-0.819294712417232,NA,NA
"Ssc4d","chr5-135975591-135976728","Promoter (1-2kb)",-1060,-0.818694648272397,NA,NA
"Fndc1","chr17-7826742-7827988","Promoter (<=1kb)",0,-0.818071813022496,NA,NA
"Phc2","chr4-128652456-128653024","Promoter (1-2kb)",-1678,-0.817762809402246,-0.040364038684582,1
"Arl8b","chr6-108795359-108796453","Promoter (<=1kb)",462,-0.817346056328764,-0.104623755597536,1
"Fjx1","chr2-102453471-102453888","Promoter (<=1kb)",-972,-0.816909298534839,-0.424310054777956,3.39686222393562e-57
"Htr3a","chr9-48910563-48911338","Promoter (<=1kb)",0,-0.816612166804555,NA,NA
"Syt7","chr19-10388348-10389799","Promoter (<=1kb)",0,-0.815477376957572,NA,NA
"Zc3h6","chr2-128965636-128966070","Promoter (1-2kb)",-1332,-0.815352997027608,0.0607636825629893,1
"Tmem91","chr7-25676255-25677267","Promoter (1-2kb)",-1089,-0.815026296326463,NA,NA
"Dpysl4","chr7-139087383-139088262","Promoter (<=1kb)",-103,-0.812172364029454,NA,NA
"Champ1","chr8-13867188-13868112","Promoter (1-2kb)",-1529,-0.811261853539532,-0.0236200772868435,1
"Syt1","chr10-109010247-109011972","Promoter (<=1kb)",0,-0.810564951441855,-0.209384355431029,7.51755052693102e-08
"Cgas","chr9-78441597-78443408","Promoter (<=1kb)",0,-0.810530717499688,-0.166318987801834,9.88779042307146e-20
"Tenm3","chr8-48842372-48844502","Promoter (<=1kb)",0,-0.810482128112175,-1.16569243039453,3.8091977396471e-236
"Mx2","chr16-97534439-97536412","Promoter (<=1kb)",0,-0.810193452621669,NA,NA
"Ezr","chr17-6781938-6783577","Promoter (<=1kb)",0,-0.810077970402991,-1.59509121879913,0
"Platr14","chr2-104559022-104560533","Promoter (<=1kb)",0,-0.809764605222912,NA,NA
"Chn1","chr2-73774493-73775982","Promoter (<=1kb)",0,-0.809578773676579,-0.0409784362463105,1
"Susd4","chr1-182763362-182765192","Promoter (<=1kb)",0,-0.808018532410992,NA,NA
"Vipr2","chr12-116137784-116139101","Promoter (<=1kb)",437,-0.807997980790337,NA,NA
"Alx4","chr2-93642103-93643260","Promoter (<=1kb)",0,-0.807653299014479,NA,NA
"Nnmt","chr9-48604895-48605972","Promoter (<=1kb)",0,-0.807299513100838,NA,NA
"Scgn","chr13-23990684-23991331","Promoter (<=1kb)",0,-0.806189954998204,NA,NA
"Baiap3","chr17-25257534-25258433","Promoter (1-2kb)",-1170,-0.80505034504116,NA,NA
"Tfap2c","chr2-172550314-172551386","Promoter (<=1kb)",0,-0.804573968446388,NA,NA
"Pdlim4","chr11-54068691-54069322","Promoter (<=1kb)",0,-0.804547727013439,-0.252225206515946,1.38191818062554e-17
"Ark2c","chr18-77466404-77468412","Promoter (<=1kb)",0,-0.803489841531094,NA,NA
"Cds2","chr2-132286147-132287066","Promoter (<=1kb)",208,-0.803389692398738,-0.134452600150894,0.00116307852794327
"2810032G03Rik","chr12-5409831-5411055","Promoter (<=1kb)",-586,-0.803199426605629,NA,NA
"Cyp11a1","chr9-58012122-58013196","Promoter (1-2kb)",-1475,-0.802969747783814,NA,NA
"Nr6a1","chr2-38785030-38785459","Promoter (<=1kb)",0,-0.802887361698581,-0.114948860077541,1
"Lypd1","chr1-125910982-125913519","Promoter (<=1kb)",0,-0.802698157307139,NA,NA
"Cdh11","chr8-102783664-102785506","Promoter (<=1kb)",136,-0.801725397348702,-0.373121128378599,4.10775990349131e-45
"Gm35722","chr10-100741089-100741698","Promoter (<=1kb)",0,-0.801453462265735,NA,NA
"Gdf15","chr8-70630712-70631968","Promoter (<=1kb)",127,-0.801305815993257,-0.117437478120464,1
"Spaca7","chr8-12572177-12573068","Promoter (<=1kb)",0,-0.801269390265458,NA,NA
"Ppp3ca","chr3-136832920-136834240","Promoter (<=1kb)",-453,-0.799625290665462,-0.198259552341273,4.13586203864564e-06
"Cep250","chr2-155978891-155979859","Promoter (<=1kb)",0,-0.79860532437348,-0.167927917806349,9.96941027870197e-05
"9530020I12Rik","chr12-11203821-11204761","Promoter (<=1kb)",0,-0.797947530399774,NA,NA
"F630040K05Rik","chr17-45766178-45767434","Promoter (<=1kb)",0,-0.797708547951211,NA,NA
"Bmpr1b","chr3-142168363-142169615","Promoter (<=1kb)",0,-0.796336820926375,NA,NA
"1700008O03Rik","chr7-44373520-44375577","Promoter (<=1kb)",0,-0.796043697576414,NA,NA
"Synpo","chr18-60622769-60623411","Promoter (<=1kb)",0,-0.795548649336816,-0.14863514546436,1.65570811327774e-06
"Fabp12","chr3-10301770-10302133","Promoter (<=1kb)",-587,-0.795317939785632,NA,NA
"Ak8","chr2-28699280-28700408","Promoter (<=1kb)",0,-0.794806845675993,NA,NA
"Zfand3","chr17-30008239-30008698","Promoter (<=1kb)",442,-0.79452344759999,-0.115978485723425,1
"Celf2","chr2-6593447-6595370","Promoter (<=1kb)",-647,-0.794352995021661,-0.209406123737287,6.06688187558362e-14
"Vwa7","chr17-35015273-35017021","Promoter (<=1kb)",0,-0.79413294644961,NA,NA
"D130017N08Rik","chr5-143757541-143759161","Promoter (<=1kb)",0,-0.793630913258535,NA,NA
"Nol4","chr18-23040845-23042132","Promoter (<=1kb)",0,-0.793162181285165,NA,NA
"Zfp536","chr7-37769999-37770930","Promoter (<=1kb)",0,-0.791921834153968,NA,NA
"Dph6","chr2-114547734-114548756","Promoter (1-2kb)",-1843,-0.79122678094753,0.0387358991747322,1
"Tmcc1","chr6-116056637-116057487","Promoter (<=1kb)",0,-0.791035708798895,-0.143673354725525,0.00110608440773085
"Dnah7a","chr1-53706060-53707465","Promoter (<=1kb)",0,-0.790312732171187,NA,NA
"Reep2","chr18-34840137-34841810","Promoter (<=1kb)",0,-0.789785217882174,NA,NA
"Cxxc4","chr3-134235575-134236582","Promoter (<=1kb)",0,-0.789019342758158,NA,NA
"Olfm3","chr3-114903898-114904962","Promoter (<=1kb)",0,-0.788645238507841,NA,NA
"Qrfp","chr2-31810555-31811940","Promoter (<=1kb)",0,-0.787788387147422,NA,NA
"Adamts3","chr5-89882057-89883662","Promoter (<=1kb)",0,-0.787035340456681,NA,NA
"Cacna1h","chr17-25432754-25434562","Promoter (<=1kb)",0,-0.786851936871575,NA,NA
"Neurl1a","chr19-47228576-47229247","Promoter (<=1kb)",0,-0.786240522148363,NA,NA
"Aadat","chr8-60505348-60506655","Promoter (<=1kb)",0,-0.786235298154386,NA,NA
"Smox","chr2-131491522-131493075","Promoter (<=1kb)",0,-0.785720605224411,-0.167481985671029,1.89559824243625e-23
"Rnf183","chr4-62434147-62434934","Promoter (<=1kb)",0,-0.785196234936923,NA,NA
"Cyfip2","chr11-46311247-46312910","Promoter (<=1kb)",0,-0.784946020155498,-0.200460932353176,2.11092723144811e-28
"Hsd17b14","chr7-45561811-45562500","Promoter (<=1kb)",0,-0.784530994110102,NA,NA
"Kcnq5","chr1-21960298-21962438","Promoter (<=1kb)",0,-0.783685362421858,-2.06028734921018,0
"Pcdh12","chr18-38278679-38279789","Promoter (<=1kb)",-720,-0.783661593643389,NA,NA
"Pip4k2a","chr2-18906350-18907473","Promoter (<=1kb)",-76,-0.780767120761924,-0.48323644418201,2.07373666584828e-64
"Dab2","chr15-6383859-6384705","Promoter (1-2kb)",-1893,-0.779893714517531,-0.327879051701229,5.68355873921993e-20
"Tep1","chr14-50833822-50834873","Promoter (<=1kb)",0,-0.779878990308242,0.0613190741185578,0.00183705177437521
"Arhgap32","chr9-32223623-32224526","Promoter (<=1kb)",0,-0.778974616754846,-0.0433868045622341,1
"Creld1","chr6-113486875-113487586","Promoter (<=1kb)",0,-0.778709065044939,-0.391324488954219,8.54641182246096e-35
"Fam163b","chr2-27141871-27142724","Promoter (<=1kb)",0,-0.778385108487281,NA,NA
"Paqr8","chr1-20922702-20924211","Promoter (<=1kb)",443,-0.777749315528187,NA,NA
"Cry2","chr2-92431046-92431908","Promoter (<=1kb)",484,-0.77763548834968,-0.102392163571966,1
"Kcnq3","chr15-66285668-66287050","Promoter (<=1kb)",0,-0.77733924600144,NA,NA
"Vegfc","chr8-54076611-54078372","Promoter (<=1kb)",0,-0.777222615599029,NA,NA
"Firrm","chr1-163974175-163974842","Promoter (1-2kb)",-1856,-0.775817967499799,NA,NA
"Jup","chr11-100375950-100377008","Promoter (1-2kb)",-1825,-0.774944237324836,0.154936975665783,9.09725561705171e-15
"Exoc3l","chr8-105292321-105292872","Promoter (<=1kb)",271,-0.773977267830062,NA,NA
"B230311B06Rik","chr7-118590760-118591293","Promoter (1-2kb)",-1035,-0.773926267871455,NA,NA
"Actn1","chr12-80185014-80185509","Promoter (<=1kb)",-166,-0.773189825040759,-0.481180660800011,6.50062635784253e-74
"Cables1","chr18-11842927-11843407","Promoter (<=1kb)",-893,-0.772118776664067,NA,NA
"Slc4a11","chr2-130696703-130698334","Promoter (<=1kb)",0,-0.772071828772528,NA,NA
"1700020N18Rik","chr1-91404661-91405749","Promoter (<=1kb)",280,-0.771517743064588,NA,NA
"Lrrc8d","chr5-105730863-105732756","Promoter (<=1kb)",0,-0.771397221683869,0.22786561296018,1.80044132741833e-13
"Get4","chr5-139267121-139268020","Promoter (<=1kb)",190,-0.769527813602228,-0.0924250087915548,1
"Dbt","chr3-116519698-116520807","Promoter (<=1kb)",0,-0.767972518705422,-0.0370046912993077,1
"Bnc2","chr4-84674076-84676133","Promoter (<=1kb)",0,-0.76759993393432,-0.506721584913914,6.15687305203615e-62
"Arhgap29","chr3-121952833-121954124","Promoter (<=1kb)",0,-0.767258302924554,-0.108089035560286,1
"Gabrb2","chr11-42419564-42421452","Promoter (<=1kb)",0,-0.767161640406276,NA,NA
"Evc","chr5-37302703-37303283","Promoter (1-2kb)",-1090,-0.767135270741198,0.0666314685553879,1
"Ift70a1","chr2-75981086-75982199","Promoter (<=1kb)",0,-0.766964702099215,NA,NA
"Fam184a","chr10-53750014-53751668","Promoter (<=1kb)",0,-0.764949153460485,NA,NA
"Drd2","chr9-49340106-49341384","Promoter (<=1kb)",0,-0.76487525493331,NA,NA
"Hexa","chr9-59537571-59537989","Promoter (1-2kb)",-1551,-0.76387685885733,-0.29500622803048,1.51279290149169e-09
"Padi2","chr4-140944330-140945556","Promoter (<=1kb)",-856,-0.763762352511817,NA,NA
"Lama5","chr2-180177723-180177933","Promoter (<=1kb)",-136,-0.763496918246688,0.0964196251240685,0.21734275678976
"Pde4a","chr9-21164133-21164393","Promoter (1-2kb)",-1321,-0.762585048184363,-0.518147919671739,2.18395722706891e-62
"Ptpn3","chr4-57299487-57302262","Promoter (<=1kb)",0,-0.762346015815555,NA,NA
"Mrps6","chr16-92105550-92106026","Promoter (<=1kb)",-235,-0.760345541971279,-0.153854184139706,0.244554166403238
"Cdk5rap1","chr2-154374580-154375569","Promoter (1-2kb)",-1570,-0.759922425395763,NA,NA
"Zfp958","chr8-4611544-4612075","Promoter (1-2kb)",-1092,-0.759265228570415,-0.0732118159851102,1
"Osbpl2","chr2-180117780-180118069","Promoter (1-2kb)",-1237,-0.757220456412914,-0.191188522240637,8.8400601022958e-12
"Pygo1","chr9-72924761-72926152","Promoter (<=1kb)",0,-0.756583808415505,NA,NA
"Acat3","chr17-12939969-12941152","Promoter (<=1kb)",0,-0.756145348441253,NA,NA
"Nup210","chr6-91016368-91017470","Promoter (<=1kb)",0,-0.755213332216271,0.0782421328246024,0.726397291621491
"Mgat1","chr11-49248748-49248990","Promoter (<=1kb)",0,-0.754511878337592,-0.00306256528235499,1
"Zfp804a","chr2-82052368-82054227","Promoter (<=1kb)",0,-0.754435080041014,NA,NA
"Ifitm10","chr7-142374644-142376052","Promoter (<=1kb)",-891,-0.754266209077311,0.0772704051673317,1
"Slc37a2","chr9-37235675-37236370","Promoter (<=1kb)",-521,-0.752793361123414,NA,NA
"Adgrv1","chr13-81534452-81535499","Promoter (1-2kb)",-1071,-0.752637775513164,NA,NA
"Ppp2r2b","chr18-42898271-42899871","Promoter (<=1kb)",0,-0.752083819583421,NA,NA
"Gm20125","chr10-16962167-16962992","Promoter (<=1kb)",188,-0.751655029138785,NA,NA
"Cracdl","chr1-37719297-37720607","Promoter (<=1kb)",0,-0.751377471054396,NA,NA
"Tmem243","chr5-9111081-9112130","Promoter (1-2kb)",-1118,-0.750905513652368,-0.00640519723310318,1
"Myoz3","chr18-60593496-60594117","Promoter (1-2kb)",-1708,-0.750319732814076,NA,NA
"Mir3092","chr3-27584382-27585653","Promoter (<=1kb)",0,-0.749974875716729,NA,NA
"Lrp3","chr7-35214140-35215698","Promoter (<=1kb)",0,-0.74955920257087,NA,NA
"Dcaf8","chr1-172172456-172173792","Promoter (<=1kb)",-162,-0.74944002869403,0.0162538443002066,1
"Tdrp","chr8-13973656-13975602","Promoter (<=1kb)",0,-0.748942689890862,NA,NA
"Slc17a9","chr2-180723580-180724253","Promoter (1-2kb)",-1010,-0.748701849671964,NA,NA
"Cdk17","chr10-93181538-93182074","Promoter (<=1kb)",0,-0.746693217511578,0.260397438434306,5.42736276722504e-08
"Naaa","chr5-92262553-92264612","Promoter (<=1kb)",0,-0.746579978144064,-0.0671558139981883,1
"Kdm1a","chr4-136569373-136570581","Promoter (<=1kb)",-766,-0.74657045387867,0.0343673878354938,1
"Zbtb34","chr2-33432949-33433185","Promoter (1-2kb)",-1625,-0.745646296514948,NA,NA
"Dhrs3","chr4-144892110-144892897","Promoter (<=1kb)",0,-0.745454102707572,NA,NA
"Galnt17","chr5-131306009-131308497","Promoter (<=1kb)",0,-0.745381212786214,-1.01768108494826,2.3519749350299e-184
"Cd40","chr2-165054912-165056137","Promoter (<=1kb)",0,-0.74533941578263,NA,NA
"Ell2","chr13-75754251-75754812","Promoter (<=1kb)",-424,-0.743569963712591,-0.0261253682587854,1
"Abcb8","chr5-24404285-24405787","Promoter (<=1kb)",-28,-0.742938970166759,NA,NA
"Fgfbp1","chr5-43981802-43983727","Promoter (<=1kb)",-23,-0.742886022400007,NA,NA
"Zfp820","chr17-21844827-21846454","Promoter (<=1kb)",0,-0.742631946022504,NA,NA
"Sptbn4","chr7-27395657-27396793","Promoter (<=1kb)",0,-0.741369739663832,NA,NA
"Adgrb1","chr15-74563129-74564250","Promoter (<=1kb)",0,-0.74119147624456,NA,NA
"Taf3","chr2-9955275-9956632","Promoter (1-2kb)",-1618,-0.74103796508049,-0.219519049452445,5.09098760993533e-09
"Tgm5","chr2-121085231-121086064","Promoter (<=1kb)",0,-0.740656986193478,NA,NA
"Ergic1","chr17-26592104-26593037","Promoter (1-2kb)",-1839,-0.740444993347289,-0.390114119498396,2.89986359403446e-35
"Cdk15","chr1-59256070-59257029","Promoter (<=1kb)",0,-0.739884238682805,NA,NA
"Morrbid","chr2-128502886-128503861","Promoter (<=1kb)",-121,-0.73940689617592,-0.145897852853593,1.11446435817613e-05
"Loxl1","chr9-58312150-58313441","Promoter (<=1kb)",0,-0.737830064342257,-0.568727803884663,7.22739341929326e-69
"Lrrc4c","chr2-97465843-97467618","Promoter (<=1kb)",-39,-0.737401711307735,NA,NA
"Gm15328","chr18-16815044-16816399","Promoter (<=1kb)",0,-0.736774241001256,NA,NA
"Ptprs","chr17-56478229-56478714","Promoter (1-2kb)",-1746,-0.736352562767046,-0.0223804240456449,1
"Tspan12","chr6-21850935-21852626","Promoter (<=1kb)",0,-0.735573023387263,NA,NA
"Zfp1008","chr13-62626074-62627334","Promoter (1-2kb)",-1892,-0.7345666760013,NA,NA
"Mras","chr9-99395323-99397445","Promoter (<=1kb)",-628,-0.73238648897394,0.0816533096238704,1
"Eeig1","chr2-32536202-32536753","Promoter (<=1kb)",469,-0.732076249322093,NA,NA
"Scg2","chr1-79439714-79440336","Promoter (<=1kb)",0,-0.730651279911511,NA,NA
"Smarca5","chr8-80710310-80711578","Promoter (<=1kb)",0,-0.728851207935389,-0.149440466648756,0.00778993082685985
"Gdf6","chr4-9843756-9844930","Promoter (<=1kb)",0,-0.728789899085049,NA,NA
"Arhgap1","chr2-91652687-91653145","Promoter (<=1kb)",-63,-0.72864136917113,-0.125192005224109,0.561770574159816
"D330050G23Rik","chr2-116899093-116900818","Promoter (<=1kb)",0,-0.728617341538726,NA,NA
"Kcnh2","chr5-24350882-24352589","Promoter (<=1kb)",0,-0.727884748077083,NA,NA
"Cldn19","chr4-119253787-119255756","Promoter (<=1kb)",0,-0.727746721663427,-0.224436367960308,2.47329088782628e-31
"Traf2","chr2-25540294-25540981","Promoter (1-2kb)",-1154,-0.727621960268665,-0.0667510420874859,1
"Zfp740","chr15-102205773-102206034","Promoter (<=1kb)",-525,-0.727566020007361,-0.0404065488597619,1
"Arap2","chr5-62765538-62766859","Promoter (<=1kb)",0,-0.725884511939288,-0.712205956111071,1.35432471374551e-119
"Foxj2","chr6-122823978-122824717","Promoter (1-2kb)",-1958,-0.725492656655648,-0.0173003227314925,1
"Tmprss5","chr9-49080414-49081859","Promoter (<=1kb)",0,-0.724342485712572,NA,NA
"Nrep","chr18-33462936-33464580","Promoter (<=1kb)",0,-0.723674361711753,-0.155925498322095,6.49980153290877e-13
"2700054A10Rik","chr17-13667927-13669951","Promoter (<=1kb)",0,-0.723120633542151,NA,NA
"Aktip","chr8-91135498-91136482","Promoter (1-2kb)",-1033,-0.722659086096491,-0.117796440974677,0.0741213921761357
"Mir5126","chr1-84694795-84696726","Promoter (<=1kb)",0,-0.722248036571694,NA,NA
"Gmpr","chr13-45505688-45506501","Promoter (<=1kb)",-943,-0.721733968857397,0.150392730477694,1.14597032773449e-12
"Rin2","chr2-145785031-145786853","Promoter (<=1kb)",0,-0.721386964165466,-0.239902602104142,7.17474781088269e-21
"Resf1","chr6-149307701-149308450","Promoter (<=1kb)",-964,-0.720328989443859,-0.337418522689889,2.30078315019492e-17
"Ltbp3","chr19-5743223-5743908","Promoter (<=1kb)",0,-0.719559161467175,-0.25946333554048,1.67088654141501e-12
"Ccnjl","chr11-43528146-43529543","Promoter (<=1kb)",0,-0.719452990671048,NA,NA
"Ninj1","chr13-49186498-49188407","Promoter (<=1kb)",0,-0.718964296776033,-0.238227364931451,1.13423004614701e-12
"Ablim1","chr19-57135831-57138277","Promoter (<=1kb)",-106,-0.71873533795538,-0.594040124675016,2.24282694303526e-74
"Has2os","chr15-56692118-56693794","Promoter (<=1kb)",0,-0.718301160230805,NA,NA
"Zpld1","chr16-55297983-55299381","Promoter (<=1kb)",0,-0.718041942806762,NA,NA
"Prr5","chr15-84680412-84682194","Promoter (<=1kb)",0,-0.717921965527676,-0.205324510617813,2.59226275483663e-18
"Igfbpl1","chr4-45826297-45827014","Promoter (<=1kb)",0,-0.716388864420311,NA,NA
"Rnf182","chr13-43614781-43616361","Promoter (<=1kb)",0,-0.714898561028394,-0.202229652670639,1.9295453272548e-32
"Nectin1","chr9-43792321-43793368","Promoter (<=1kb)",-753,-0.714778098315556,-0.105134424919319,0.00241954247572876
"Niban2","chr2-32914295-32915324","Promoter (<=1kb)",0,-0.714525894030255,NA,NA
"S100a4","chr3-90601431-90601832","Promoter (<=1kb)",-72,-0.714382996137779,2.39005131459554,0
"Med12l","chr3-59005329-59007299","Promoter (<=1kb)",0,-0.713800369326127,NA,NA
"Gm536","chr16-31617667-31618316","Promoter (<=1kb)",0,-0.712251325147129,NA,NA
"Pcdhga10","chr18-37746811-37747790","Promoter (<=1kb)",0,-0.712183256955619,NA,NA
"Gpsm1","chr2-26315152-26316422","Promoter (<=1kb)",0,-0.709868323217788,-0.546168999807076,5.98816665960353e-74
"Prtg","chr9-72806578-72808964","Promoter (<=1kb)",0,-0.709360944263312,-0.486230636638951,3.67934284349272e-59
"Dll1","chr17-15374586-15376783","Promoter (<=1kb)",0,-0.708310289106553,NA,NA
"Rtl6","chr15-84556894-84558000","Promoter (<=1kb)",0,-0.706717234823446,NA,NA
"Tspan3","chr9-56167229-56168200","Promoter (1-2kb)",-1752,-0.706558622058603,-0.526229183102652,4.01040198114487e-71
"Herc3","chr6-58830971-58832012","Promoter (<=1kb)",0,-0.706465854314559,-0.422860955577221,1.74059094804295e-53
"Dclre1c","chr2-3452940-3453453","Promoter (<=1kb)",0,-0.706401504251113,NA,NA
"Gdf7","chr12-8301516-8302161","Promoter (<=1kb)",0,-0.706187063364835,NA,NA
"Mtus1","chr8-41113773-41115465","Promoter (<=1kb)",0,-0.705749059317096,-0.040952292143688,1
"Calr3","chr8-72434691-72435379","Promoter (<=1kb)",0,-0.70541913973317,NA,NA
"Ebf3","chr7-137313116-137314759","Promoter (<=1kb)",0,-0.704745467169005,NA,NA
"Fads3","chr19-10056371-10056825","Promoter (<=1kb)",119,-0.704541041530315,0.593765929807084,7.6118373196877e-240
"Ptchd4","chr17-42315246-42317119","Promoter (<=1kb)",0,-0.704152941144715,-1.24940090219811,8.35676880122897e-221
"Vim","chr2-13571977-13572765","Promoter (1-2kb)",-1187,-0.70384240422117,-0.00771950239386676,1
"Star","chr8-25805849-25807156","Promoter (<=1kb)",0,-0.703285310157549,NA,NA
"Dpysl5","chr5-30711209-30712896","Promoter (<=1kb)",0,-0.702993106937659,NA,NA
"Pam16","chr16-4619277-4619508","Promoter (1-2kb)",-1123,-0.701776741640495,0.190923477930001,1.29538895233013e-08
"Arhgap28","chr17-68003423-68004801","Promoter (<=1kb)",0,-0.701544368633759,NA,NA
"Erich6","chr3-58636201-58637363","Promoter (<=1kb)",0,-0.701369638313111,NA,NA
"Uba7","chr9-107974465-107975927","Promoter (<=1kb)",0,-0.701260668761299,NA,NA
"Cfap157","chr2-32784094-32784537","Promoter (<=1kb)",0,-0.701033682237063,NA,NA
"Sema4b","chr7-80185989-80187384","Promoter (<=1kb)",0,-0.700760381562797,NA,NA
"9330136K24Rik","chr17-21536726-21537131","Promoter (<=1kb)",-848,-0.700045340181573,NA,NA
"Glb1l2","chr9-26805543-26806766","Promoter (<=1kb)",0,-0.697843377832236,NA,NA
"Rgs6","chr12-82616395-82617746","Promoter (<=1kb)",0,-0.697251116964885,NA,NA
"Pgf","chr12-85175684-85176583","Promoter (<=1kb)",0,-0.697037862726606,NA,NA
"Ctxn2","chr2-125135645-125136763","Promoter (<=1kb)",0,-0.696942828836736,NA,NA
"Acot1","chr12-84011244-84011984","Promoter (<=1kb)",-880,-0.696706721586891,0.0981174753955129,0.122892970790638
"Gm5475","chr15-100421056-100421722","Promoter (<=1kb)",-425,-0.696591421902844,NA,NA
"Mad1l1","chr5-140114719-140116624","Promoter (<=1kb)",0,-0.69618062293742,-0.0908947247971679,1
"Cacna1g","chr11-94412682-94413874","Promoter (1-2kb)",-1003,-0.695617748070494,NA,NA
"Cfi","chr3-129835423-129836552","Promoter (<=1kb)",0,-0.695520926271327,NA,NA
